title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Gansu Province Implementation Measures for the Law on the Protection of Minors of the People's Republic of China (2021 Revision),26.11.2021,provincial,Gansu Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Protects minors' rights and personal information.,TRUE,3_local_regulations/甘肃省实施《中华人民共和国未成年人保护法》...(FBM-CLI.10.4778721).txt,3_local_regulations,data protection
Regulations on Promoting Digital Economy in Shantou Special Economic Zone,14.08.2023,city,Shantou,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,3_local_regulations/汕头经济特区数字经济促进条例(FBM-CLI.10.7084851).txt,3_local_regulations,data protection
Regulations on Promoting Social Governance in Haibei Tibetan Autonomous Prefecture,02.02.2024,provincial,Qinghai Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Enhances social governance and public safety.,FALSE,3_local_regulations/海北藏族自治州社会治理促进条例(FBM-CLI.10.7807284).txt,3_local_regulations,data protection
Beijing Minor Protection Regulations (2023 Revision),26.05.2023,city,Beijing,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Education', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Protects minors' rights and personal information.,FALSE,3_local_regulations/北京市未成年人保护条例(2023修订)(FBM-CLI.10.6938217).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Tianjin Municipal People's Congress on Strengthening Legal Supervision Work of the Procuratorial Organs in the New Era,27.09.2024,city,Tianjin,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],[],Strengthens legal supervision and personal information protection.,FALSE,3_local_regulations/天津市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.7951384).txt,3_local_regulations,data protection
Shaanxi Province Big Data Regulation,29.09.2022,provincial,Shaanxi Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data management and security.,FALSE,3_local_regulations/陕西省大数据条例(FBM-CLI.10.5577942).txt,3_local_regulations,data protection
Regulations on the Management of Passenger Taxi Services in Yantai,27.06.2024,city,Yantai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],[],Regulates taxi services and data protection.,FALSE,3_local_regulations/烟台市客运出租汽车管理若干规定(FBM-CLI.10.7690490).txt,3_local_regulations,data protection
Regulations on Grassroots Grid Service Management of Puyang City,05.07.2024,city,Puyang City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates grassroots service management and data protection.,FALSE,3_local_regulations/濮阳市基层网格化服务管理条例(FBM-CLI.10.7719863).txt,3_local_regulations,data protection
Shanxi Province Digital Economy Promotion Regulations,09.12.2022,provincial,Shanxi Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],[],Regulations to promote digital economy development.,FALSE,3_local_regulations/山西省数字经济促进条例(FBM-CLI.10.5680920).txt,3_local_regulations,data protection
Zhejiang Province Food Safety Digital Traceability Regulations,28.09.2023,provincial,Zhejiang Province,FALSE,general,[],[],['Health & Social Work'],[],[],Regulates food safety traceability in Zhejiang.,FALSE,3_local_regulations/浙江省食品安全数字化追溯规定(FBM-CLI.10.7186540).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Consumer Rights Protection Regulations,29.11.2023,city,Shenzhen,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Protection Officer', 'Compliance Audits']","['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates consumer rights and data protection.,TRUE,3_local_regulations/深圳经济特区消费者权益保护条例(FBM-CLI.10.7283120).txt,3_local_regulations,data protection
Regulations on the China (Hebei) Pilot Free Trade Zone,24.09.2020,provincial,Hebei Province,FALSE,general,[],[],[],[],[],Regulations for free trade zone development.,FALSE,3_local_regulations/中国(河北)自由贸易试验区条例(FBM-CLI.10.1637759).txt,3_local_regulations,data protection
Regulations on Promoting Digital Economy in Jiangsu Province (Revised in 2025),31.05.2022,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates digital economy and data protection.,FALSE,3_local_regulations/江苏省数字经济促进条例(2025修正)(FBM-CLI.10.8478843).txt,3_local_regulations,data protection
Fushun Municipal Regulations on the Sharing and Opening of Government Data Resources,04.11.2022,city,Fushun,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Parental Consent for Minors']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates sharing and opening of government data.,TRUE,3_local_regulations/抚顺市政务数据资源共享开放条例(FBM-CLI.10.6142492).txt,3_local_regulations,data protection
Beijing Non-Motor Vehicle Management Regulations,28.09.2018,city,Beijing,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],[],,FALSE,3_local_regulations/北京市非机动车管理条例(FBM-CLI.10.1475746).txt,3_local_regulations,data protection
Jiangsu Province Data Regulation,22.01.2025,provincial,Jiangsu Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Next of Kin', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Local Representative', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Platform Compliance', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates data rights and protection measures.,TRUE,3_local_regulations/江苏省数据条例(FBM-CLI.10.8475273).txt,3_local_regulations,data protection
Zhuhai Special Economic Zone Audit Regulations,30.11.2023,city,Zhuhai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates audit practices and data management.,FALSE,3_local_regulations/珠海经济特区审计条例(FBM-CLI.10.7285741).txt,3_local_regulations,data protection
"Regulations on the Protection of Historical and Cultural Cities, Towns, and Villages in Shaanxi Province",27.09.2023,provincial,Shaanxi Province,TRUE,general,[],[],[],[],[],Regulates protection of cultural heritage.,FALSE,3_local_regulations/陕西省历史文化名城名镇名村保护条例(FBM-CLI.10.7186760).txt,3_local_regulations,data protection
Xiangtan City Security Construction Regulations,23.09.2022,city,Xiangtan,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations for enhancing public safety and security.,FALSE,3_local_regulations/湘潭市平安建设条例(FBM-CLI.10.5668693).txt,3_local_regulations,data protection
Regulations on Social Psychological Services in Binzhou City,25.08.2023,city,Binzhou City,FALSE,sensitive,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Health & Social Work'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates psychological service and data protection.,FALSE,3_local_regulations/滨州市社会心理服务条例(FBM-CLI.10.7186735).txt,3_local_regulations,data protection
